"","match_id","match_clock","quarter","quarter_clock","shot_clock","shooter_id","shooter_lastname","shooter_firstname","shooter_team_id","event_id","shot_outcome","shooter_X","shooter_Y","defender_id","defender_lastname","defender_firstname","defender_team_id","defender_X","defender_Y","distance","shooter_height","defender_height","height_difference","shot_dist","def_angle","LeftOrRight"
"1","0021500252",2838.13,1,678.13,19.32,201935,"Harden","James",1610612745,5,0,67.73971,39.44132,"101181","Calderon","Jose",1610612752,68.72577,34.3503,5.18563390184845,196,190,6,25.4947839611655,44.5358338501383,"Right"
"2","0021500252",2794.19,1,634.19,5.4,202498,"Thomas","Lance",1610612752,9,1,8.86347,2.26826,"201935","Harden","James",1610612745,8.48949,10.44782,8.1881049598793,203,196,7,23.0171494514091,6.41443383687767,"Right"
"3","0021500252",2625.08,1,465.08,15.54,201976,"Beverley","Patrick",1610612745,42,0,90.67105,2.42955,"101181","Calderon","Jose",1610612752,78.62556,7.48673,13.0640307291624,185,190,-5,22.6520561164986,62.3604621394459,"Left"
"4","0021500252",2615.43,1,455.43,17.04,201167,"Afflalo","Arron",1610612752,42,0,5.21803,4.27114,"2772","Ariza","Trevor",1610612745,5.63789,7.75398,3.50805599801371,196,203,-7,20.7288846535577,6.78552884055374,"Right"
"5","0021500252",2605.79,1,445.79,17.12,201935,"Harden","James",1610612745,44,0,68.42608,42.37967,"204001","Porzingis","Kristaps",1610612752,72.69286,37.08515,6.79980540889223,196,221,-25,26.7416277267353,10.6002730308121,"Right"
"6","0021500252",2529.62,1,369.62,6.96,201976,"Beverley","Patrick",1610612745,52,0,69.81706,40.59801,"101181","Calderon","Jose",1610612752,72.3124,34.9098,6.21147765992119,185,190,-5,24.5306773857491,26.8299982445679,"Right"
"7","0021500252",2394.97,1,234.97,4.14,1891,"Terry","Jason",1610612745,75,1,74.36212,5.68784,"202498","Thomas","Lance",1610612752,71.90776,13.54902,8.23541340808098,188,203,-15,24.082579072018,54.0257480331154,"Left"
"8","0021500252",2382.21,1,222.21,14.47,201167,"Afflalo","Arron",1610612752,75,1,11.94706,47.54669,"2772","Ariza","Trevor",1610612745,11.98928,37.20543,10.3413461849026,196,203,-7,23.5202857678154,16.7769566957867,"Left"
"9","0021500252",2197.77,1,37.77,17.83,201977,"Thornton","Marcus",1610612745,122,0,64.15936,30.09732,"1626170","Grant","Jerian",1610612752,70.27006,32.9628,6.74919477570472,193,203,-10,25.1133877999763,36.8340288310175,"Left"
"10","0021500252",2028.95,2,588.95,14.41,201977,"Thornton","Marcus",1610612745,148,0,91.22773,2.1068,"204038","Galloway","Langston",1610612752,91.29253,9.38122,7.27470861109914,193,188,5,23.0268919351462,6.68744875659364,"Left"
