"","match_id","match_clock","quarter","quarter_clock","shot_clock","shooter_id","shooter_lastname","shooter_firstname","shooter_team_id","event_id","shooter_X","shooter_Y","defender_id","defender_lastname","defender_firstname","defender_team_id","defender_X","defender_Y","distance","shot_outcome","shooter_height","defender_height","height_difference","shot_dist","def_angle","LeftOrRight"
"26",21500493,1612.29,2,172.29,17.56,203084,"Barnes","Harrison",1610612744,192,6.0635,2.25831,"203798","Hairston","PJ",1610612766,6.70459,7.01839,4.80305715086756,0,NA,NA,NA,22.7562353280612,9.71914066438246,"Right"
"27",21500493,1553.27,2,113.27,18.67,201939,"Curry","Stephen",1610612744,200,33.43272,21.89813,"202391","Lin","Jeremy",1610612766,29.06258,22.54919,4.41837105087384,0,190,190,0,28.3529064488158,2.19270155965418,"Right"
"28",21500493,1507.68,2,67.68,9.09,202691,"Thompson","Klay",1610612744,209,9.95791,48.23317,"203087","Lamb","Jeremy",1610612766,14.58949,38.30918,10.9515802885474,0,201,196,5,23.7053708010864,36.4738775309214,"Left"
"29",21500493,1495.07,2,55.07,13.83,203798,"Hairston","PJ",1610612766,210,66.89194,39.41218,"203084","Barnes","Harrison",1610612744,66.97278,30.31698,9.09555925414155,1,NA,NA,NA,26.1817822028219,56.091770815321,"Right"
"30",21500493,1346.91,3,626.91,12.73,201575,"Rush","Brandon",1610612744,232,80.38428,2.39376,"202391","Lin","Jeremy",1610612766,84.23383,19.25055,17.290760663042,0,198,190,8,24.1045090814146,7.44370006030141,"Left"
"31",21500493,1281.48,3,561.48,5.44,203798,"Hairston","PJ",1610612766,249,19.37379,47.65294,"202691","Thompson","Klay",1610612744,19.11133,39.95792,7.69949466211907,1,NA,201,NA,26.6952642730448,29.9894858281311,"Left"
"32",21500493,1213.54,3,493.54,18.45,202691,"Thompson","Klay",1610612744,255,72.63496,2.51875,"202391","Lin","Jeremy",1610612766,71.96408,8.07026,5.59189978938285,1,201,190,11,27.6604612355633,42.524337607418,"Left"
"33",21500493,1143.34,3,423.34,11.27,201939,"Curry","Stephen",1610612744,269,65.4571,34.08484,"202689","Walker","Kemba",1610612766,68.7997,36.90528,4.37354050554011,1,190,NA,NA,25.0018700947669,61.4642975115304,"Left"
"34",21500493,1130.95,3,410.95,15.68,202391,"Lin","Jeremy",1610612766,271,28.2654,14.65781,"201939","Curry","Stephen",1610612744,22.00982,17.67831,6.94663237737538,0,190,190,0,25.2323112527588,1.57630023339619,"Right"
"35",21500493,1104.64,3,384.64,12.93,202391,"Lin","Jeremy",1610612766,276,22.0594,7.72989,"201575","Rush","Brandon",1610612744,12.52913,22.42089,17.5114684499302,0,190,198,-8,24.1000545180317,11.2534098847134,"Right"
"36",21500493,1038.97,3,318.97,17.73,201939,"Curry","Stephen",1610612744,281,76.79474,46.57014,"202689","Walker","Kemba",1610612766,75.06542,42.39081,4.52297987075998,1,190,NA,NA,24.6616946150746,51.4761882030575,"Right"
"37",21500493,1009.46,3,289.46,20.41,201575,"Rush","Brandon",1610612744,282,83.47408,2.89096,"203469","Zeller","Cody",1610612766,84.39101,17.30449,14.4426662249669,1,198,213,-15,22.7298258147307,9.78156889070137,"Left"
"38",21500493,902.83,3,182.83,23.05,2738,"Iguodala","Andre",1610612744,308,88.88361,2.66842,"203087","Lamb","Jeremy",1610612766,87.50921,8.51056,6.00163103994239,0,198,196,2,22.3319796912074,12.8956675782413,"Left"
"39",21500493,817,3,97,8.55,2738,"Iguodala","Andre",1610612744,320,78.1016,46.67821,"203087","Lamb","Jeremy",1610612766,81.87069,38.84251,8.6950695177267,0,198,196,2,24.1522920519792,0.472148506871332,"Right"
"40",21500493,806.73,3,86.73,16.16,202689,"Walker","Kemba",1610612766,323,28.41012,13.89809,"203546","Clark","Ian",1610612744,22.82855,17.14396,6.45674807637715,0,NA,190,NA,25.6835270954458,4.56849203218874,"Right"
"41",21500493,784.21,3,64.21,12.04,202691,"Thompson","Klay",1610612744,326,72.07376,46.42941,"203148","Roberts","Brian",1610612766,73.04999,41.56983,4.95666649970521,1,201,185,16,27.1535742303974,26.5310114308937,"Right"
"42",21500493,547.66,4,547.66,23.93,201575,"Rush","Brandon",1610612744,365,89.04579,47.37808,"1626163","Kaminsky","Frank",1610612766,87.91615,40.11169,7.35367324278825,0,198,213,-15,22.3800347678573,8.07924022566714,"Right"
"43",21500493,509.13,4,509.13,3.11,201578,"Speights","Marreese",1610612744,368,69.25529,40.60221,"203087","Lamb","Jeremy",1610612766,77.73518,37.45079,9.04654533114713,0,208,196,12,24.9694348127506,18.284546260508,"Right"
"44",21500493,368.15,4,368.15,12.98,202691,"Thompson","Klay",1610612744,390,72.81381,46.18857,"202689","Walker","Kemba",1610612766,78.7719,41.81148,7.39308821239135,0,201,NA,NA,26.5125941839157,16.7499797750575,"Right"
"45",21500493,336.73,4,336.73,17.87,201939,"Curry","Stephen",1610612744,393,62.45547,22.68503,"203148","Roberts","Brian",1610612766,62.10842,24.89722,2.23924726160377,1,190,185,5,26.396238255134,93.8845862366524,"Left"
"46",21500493,245.72,4,245.72,10.41,202689,"Walker","Kemba",1610612766,407,26.78199,12.54577,"202691","Thompson","Klay",1610612744,25.77107,18.03461,5.58115792573548,0,NA,201,NA,24.8743731228146,49.5190216466696,"Right"
"47",21500493,188.62,4,188.62,4.74,201939,"Curry","Stephen",1610612744,421,69.37026,43.0982,"202689","Walker","Kemba",1610612766,70.03417,39.95792,3.20969390542151,0,190,NA,NA,26.5163942817948,35.0208976224286,"Right"
"48",21500493,44.51,4,44.51,9.71,201939,"Curry","Stephen",1610612744,449,70.29658,41.08904,"202689","Walker","Kemba",1610612766,71.91717,36.48984,4.87636674052516,0,190,NA,NA,24.4823593188647,29.5051081720663,"Right"
"49",21500493,35.76,4,35.76,17.58,202391,"Lin","Jeremy",1610612766,451,11.5416,2.70097,"203084","Barnes","Harrison",1610612744,15.17978,12.95771,10.8828796345453,0,190,NA,NA,23.1696130632538,35.2864062890936,"Right"
"50",21500493,20.2,4,20.2,9.74,202691,"Thompson","Klay",1610612744,452,72.72664,44.2323,"202391","Lin","Jeremy",1610612766,74.09309,39.79648,4.64151749699384,0,201,190,11,25.0325673669242,22.6779197126332,"Right"
