"","match_id","match_clock","quarter","quarter_clock","shot_clock","shooter_id","shooter_lastname","shooter_firstname","shooter_team_id","event_id","shot_outcome","shooter_X","shooter_Y","defender_id","defender_lastname","defender_firstname","defender_team_id","defender_X","defender_Y","distance","shooter_height","defender_height","height_difference","shot_dist","def_angle","LeftOrRight"
"1","0021500164",2826.58,1,666.58,17.24,201939,"Curry","Stephen",1610612744,9,0,13.22762,47.7537,"200768","Lowry","Kyle",1610612761,18.02957,47.0028,4.86030602045797,190,183,7,24.1116835694731,100.433460873011,"Left"
"2","0021500164",2795.9,1,635.9,7.09,203084,"Barnes","Harrison",1610612744,17,1,4.49309,47.80856,"201942","DeRozan","DeMar",1610612761,9.86321,45.75519,5.74930579907696,NA,201,NA,22.8211157050154,67.1739885796921,"Left"
"3","0021500164",2650.56,1,490.56,11.99,202691,"Thompson","Klay",1610612744,39,0,13.83267,2.88865,"201960","Carroll","DeMarre",1610612761,11.81296,6.89195,4.48393124100939,201,203,-2,23.718642944979,5.55740033671956,"Right"
"4","0021500164",2643.48,1,483.48,18.86,200768,"Lowry","Kyle",1610612761,38,0,77.31351,3.56709,"201939","Curry","Stephen",1610612744,79.42,9.00698,5.83349837852039,183,190,-7,24.2932693268774,6.91623960171032,"Left"
"5","0021500164",2481.61,1,321.61,14.28,201960,"Carroll","DeMarre",1610612761,65,1,86.66546,3.35684,"203105","Ezeli","Festus",1610612744,85.85366,16.3927,13.0611127083262,203,211,-8,21.7433134962728,9.06487528622303,"Left"
"6","0021500164",2426,1,266,11.58,203110,"Green","Draymond",1610612744,74,0,30.45585,22.65783,"202335","Patterson","Patrick",1610612761,24.63856,24.7711,6.18924656456665,201,206,-5,25.3144352994769,14.6559895820923,"Right"
"7","0021500164",2364.25,1,204.25,14.32,202691,"Thompson","Klay",1610612744,80,0,20.7411,44.07301,"201960","Carroll","DeMarre",1610612761,18.66358,37.61566,6.78332207497919,201,203,-2,24.5714039010818,21.2489909704274,"Left"
"8","0021500164",2320.66,1,160.66,10.53,201939,"Curry","Stephen",1610612744,96,1,24.32589,8.75425,"201942","DeRozan","DeMar",1610612761,22.24325,16.66502,8.18032220407607,190,201,-11,25.0562162417752,34.8316499545094,"Right"
"9","0021500164",2290.49,1,130.49,11.25,201939,"Curry","Stephen",1610612744,99,0,26.80458,36.03549,"200768","Lowry","Kyle",1610612761,26.47821,33.11792,2.93576771591351,190,183,7,24.2153248691092,56.5057326277561,"Left"
"10","0021500164",2274.57,1,114.57,10.1,201939,"Curry","Stephen",1610612744,104,0,5.08337,48.05501,"200768","Lowry","Kyle",1610612761,13.69511,40.39961,11.522465664414,190,183,7,23.0556121509927,47.9504302509124,"Left"
"11","0021500164",2259.86,1,99.86,11.91,2738,"Iguodala","Andre",1610612744,112,1,20.93536,43.57473,"202335","Patterson","Patrick",1610612761,17.5252,37.11836,7.30163713166438,198,206,-8,24.311542791491,12.3369347843061,"Left"
"12","0021500164",2181.11,1,21.11,19.45,201939,"Curry","Stephen",1610612744,122,1,27.02409,7.39017,"201949","Johnson","James",1610612761,21.70797,11.4302,6.67704831907782,190,206,-16,28.0038766594377,1.73093254059826,"Right"
"13","0021500164",2111.2,2,671.2,11.48,201960,"Carroll","DeMarre",1610612761,138,0,68.60176,40.90646,"2571","Barbosa","Leandro",1610612744,74.30952,36.53738,7.18800280077854,203,190,13,25.6703534223664,0.857358777879615,"Right"
"14","0021500164",2103.66,2,663.66,20.99,202335,"Patterson","Patrick",1610612761,145,0,88.00059,2.3331,"2738","Iguodala","Andre",1610612744,86.40905,6.10234,4.09147525340189,206,198,8,22.6792850627638,24.7852394614378,"Left"
"15","0021500164",1961.87,2,521.87,12,203546,"Clark","Ian",1610612744,157,0,5.69654,35.60154,"202335","Patterson","Patrick",1610612761,5.68675,35.52215,0.0799913507824405,190,206,-16,10.6109400310811,4.6180648343491,"Left"
"16","0021500164",1907.51,2,467.51,11.2,202691,"Thompson","Klay",1610612744,166,0,29.15983,33.84002,"201960","Carroll","DeMarre",1610612761,26.49269,29.49831,5.09549619798701,201,203,-2,25.4916834326276,38.1468048594184,"Left"
